txn_id,customer_id,txn_date,amount_myr,channel,category,merchant
T0003275,C00176,2025-11-10,91.52,Mobile App,Entertainment,Netflix MY
T0010742,C00578,2025-09-14,243.55,Branch,Entertainment,Spotify MY
T0001029,C00056,2025-04-09,4589.26,Debit Card,Travel,KTM Berhad
T0010572,C00569,2026-07-15,708.62,ATM,Cash Withdrawal,ATM Withdrawal
T0001555,C00086,2026-07-15,1785.02,ATM,Education,Little Genius
T0009493,C00509,2026-07-15,1311.71,Mobile App,Cash Withdrawal,ATM Withdrawal
T0008508,C00458,2026-04-02,606.78,Branch,Healthcare,Watsons
T0002662,C00141,2026-01-07,272.67,Mobile App,Education,Little Genius
T0013608,C00732,2026-06-05,145.0,Internet Banking,Fuel,Petronas Station
T0012220,C00659,2025-02-22,662.58,Internet Banking,Travel,AirAsia
T0005300,C00288,2025-04-18,735.85,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0009136,C00490,2026-07-15,89.22,Debit Card,Entertainment,Netflix MY
T0004935,C00268,2026-03-17,230.89,Internet Banking,Entertainment,GSC Cinemas
T0014999,C00800,2025-11-09,210.3,Debit Card,Groceries,GiantValue
T0006717,C00360,2026-07-15,1098.02,ATM,Transfer,Instant Transfer
T0003635,C00194,2025-08-27,593.35,QR Pay,Transfer,Instant Transfer
T0007268,C00388,2025-08-15,152.77,Mobile App,Utilities,TNB Bill
T0013773,C00741,2025-04-27,124.43,ATM,Telco,Celcom
T0002999,C00159,2026-01-04,54.16,ATM,Dining,KopiTiam Central
T0001727,C00096,2025-07-20,1881.25,ATM,Cash Withdrawal,ATM Withdrawal
T0001364,C00077,2026-07-15,1287.55,Internet Banking,Education,Little Genius
T0010083,C00542,2025-12-16,1098.22,ATM,Retail Shopping,MR DIY
T0001241,C00069,2026-05-19,330.01,Mobile App,Utilities,Unifi
T0013176,C00708,2026-07-07,190.12,QR Pay,Telco,Celcom
T0005414,C00293,2025-02-21,695.65,QR Pay,Retail Shopping,H&M Central
T0013445,C00724,2025-05-15,183.5,Internet Banking,Fuel,PetroMax
T0001746,C00096,2025-08-18,4422.01,QR Pay,Transfer,Instant Transfer
T0006148,C00328,2025-08-10,58.45,Mobile App,Groceries,FreshMart
T0012266,C00661,2026-04-04,508.59,Mobile App,Healthcare,Caring Pharm
T0005042,C00273,2026-07-15,21.57,Internet Banking,Healthcare,BP Healthcare
T0004188,C00225,2025-01-04,7904.05,Debit Card,Transfer,DuitNow Transfer
T0014699,C00786,2025-04-17,99.64,Debit Card,Entertainment,TGV Movies
T0003632,C00194,2025-08-29,99.16,Internet Banking,Groceries,MyMart
T0014344,C00768,2026-07-15,104.55,ATM,Dining,BurgerLab
T0003413,C00183,2026-07-15,245.72,Internet Banking,Telco,Maxis
T0008752,C00469,2026-04-17,866.49,Debit Card,Education,SkillUp Academy
T0002145,C00116,2025-09-14,695.57,Internet Banking,Travel,KTM Berhad
T0005710,C00309,2025-05-17,208.85,Branch,Telco,Yes 5G
T0009620,C00515,2025-02-23,74.71,Branch,Retail Shopping,Uniqlo MY
T0004414,C00238,2026-07-15,203.86,Debit Card,Utilities,Unifi
T0007735,C00416,2025-11-11,524.32,Mobile App,Retail Shopping,Uniqlo MY
T0004967,C00269,2026-07-07,111.31,Mobile App,Fuel,Caltex Go
T0000508,C00028,2025-11-09,82.82,Mobile App,Fuel,PetroMax
T0008590,C00461,2025-04-05,348.07,Mobile App,Retail Shopping,MR DIY
T0006096,C00326,2026-07-15,276.71,Branch,Transfer,Instant Transfer
T0002582,C00138,2025-04-24,166.88,Mobile App,Fuel,Petronas Station
T0001651,C00091,2025-02-13,3213.86,Debit Card,Transfer,Instant Transfer
T0014503,C00777,2025-07-01,495.18,QR Pay,Utilities,Air Selangor
T0001797,C00099,2025-02-23,261.19,Mobile App,Travel,Grab Rides
T0007745,C00416,2026-05-25,564.43,Debit Card,Travel,Agoda MY
T0000291,C00015,2026-07-15,255.4,Mobile App,Groceries,Jaya Grocer Co
T0005556,C00301,2025-07-22,221.04,Mobile App,Groceries,FreshMart
T0014888,C00795,2025-07-16,126.17,Mobile App,Fuel,BHP Fuel
T0004289,C00231,2026-03-15,1602.14,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0002395,C00129,2026-04-12,1002.08,Internet Banking,Retail Shopping,H&M Central
T0003241,C00174,2026-05-01,1915.65,Debit Card,Education,Coursera MY
T0005054,C00274,2026-07-15,89.31,Debit Card,Telco,U Mobile
T0008838,C00473,2025-09-14,1372.77,QR Pay,Education,SkillUp Academy
T0002278,C00123,2025-08-02,353.28,QR Pay,Healthcare,Guardian Pharma
T0004509,C00242,2026-07-15,92.45,Mobile App,Utilities,Air Selangor
T0007429,C00398,2026-04-06,61.44,Internet Banking,Groceries,TescoLite
T0006414,C00342,2026-05-16,2171.41,ATM,Education,EduBooks
T0004624,C00250,2025-01-07,127.88,Mobile App,Fuel,Petronas Station
T0012752,C00686,2025-07-18,32.21,Debit Card,Dining,BurgerLab
T0008894,C00477,2026-01-05,6228.29,Debit Card,Transfer,IBG Transfer
T0004548,C00244,2025-11-17,471.52,Debit Card,Utilities,Air Selangor
T0011513,C00618,2026-05-14,60.27,Mobile App,Entertainment,GSC Cinemas
T0009637,C00516,2026-07-15,242.92,Mobile App,Cash Withdrawal,ATM Withdrawal
T0006800,C00364,2025-08-10,1118.62,Debit Card,Retail Shopping,Padini Store
T0006997,C00374,2025-09-10,706.16,Debit Card,Retail Shopping,Harvey Norman
T0006219,C00332,2025-06-16,46.55,ATM,Fuel,Petronas Station
T0010256,C00551,2026-07-15,155.77,Debit Card,Entertainment,GSC Cinemas
T0001066,C00058,2026-07-15,2523.37,Mobile App,Travel,MAS Booking
T0008664,C00465,2026-05-18,1244.0,Mobile App,Cash Withdrawal,ATM Withdrawal
T0013182,C00709,2026-07-05,1327.8,Branch,Education,Coursera MY
T0004951,C00268,2025-04-02,487.53,ATM,Education,TuitionPro
T0002091,C00114,2025-05-21,548.11,ATM,Transfer,Instant Transfer
T0009007,C00482,2025-07-28,245.26,Mobile App,Telco,Yes 5G
T0003216,C00173,2026-02-25,438.53,Debit Card,Healthcare,Watsons
T0009236,C00497,2025-06-06,4943.33,Mobile App,Transfer,IBG Transfer
T0004825,C00262,2025-10-21,1855.62,Debit Card,Transfer,DuitNow Transfer
T0011955,C00645,2025-06-16,157.69,Branch,Groceries,Jaya Grocer Co
T0006032,C00323,2025-01-26,6609.97,Debit Card,Transfer,IBG Transfer
T0010288,C00552,2026-07-15,3885.05,Mobile App,Travel,KTM Berhad
T0000235,C00012,2025-08-05,86.38,Mobile App,Fuel,ShellPlus
T0001544,C00085,2025-10-03,447.64,Internet Banking,Utilities,TNB Bill
T0009805,C00525,2026-03-20,1171.08,Debit Card,Retail Shopping,Padini Store
T0012799,C00689,2025-07-23,66.98,QR Pay,Fuel,Caltex Go
T0002220,C00119,2026-07-15,981.0,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0007416,C00397,2026-07-15,367.13,Mobile App,Cash Withdrawal,ATM Withdrawal
T0007055,C00378,2026-07-15,35.13,Mobile App,Entertainment,Spotify MY
T0006012,C00322,2026-05-22,126.55,Branch,Dining,KopiTiam Central
T0003870,C00207,2025-02-10,16.63,Mobile App,Dining,KopiTiam Central
T0003498,C00187,2025-03-11,1377.6,Debit Card,Cash Withdrawal,ATM Withdrawal
T0014069,C00754,2025-05-19,236.97,Mobile App,Fuel,BHP Fuel
T0012882,C00693,2025-04-12,532.78,Branch,Healthcare,Watsons
T0010747,C00578,2025-11-06,32.81,Internet Banking,Dining,Nasi Kandar House
T0002656,C00141,2026-07-15,32.6,Internet Banking,Entertainment,Steam
T0002737,C00146,2025-11-15,157.36,Mobile App,Utilities,TNB Bill
T0014693,C00786,2026-02-07,3486.41,Branch,Travel,KTM Berhad
T0006129,C00327,2026-07-15,617.62,Mobile App,Retail Shopping,H&M Central
T0009513,C00510,2025-09-19,152.28,QR Pay,Groceries,FreshMart
T0014288,C00765,2025-07-06,917.65,ATM,Cash Withdrawal,ATM Withdrawal
T0008429,C00453,2026-04-27,10.68,Branch,Dining,KopiTiam Central
T0008248,C00442,2026-04-25,623.27,ATM,Retail Shopping,H&M Central
T0001191,C00066,2025-12-29,3270.73,Mobile App,Transfer,Instant Transfer
T0006529,C00348,2026-07-15,1737.56,Debit Card,Education,Little Genius
T0009487,C00508,2026-01-16,1441.51,Mobile App,Education,TuitionPro
T0005270,C00287,2025-08-29,148.5,QR Pay,Entertainment,Spotify MY
T0001055,C00057,2025-11-25,520.99,QR Pay,Healthcare,BP Healthcare
T0007191,C00384,2025-09-11,215.43,Internet Banking,Travel,AirAsia
T0005944,C00318,2026-03-17,71.36,Mobile App,Transfer,IBG Transfer
T0006786,C00363,2026-07-15,253.51,Internet Banking,Retail Shopping,Padini Store
T0009437,C00506,2025-03-28,109.51,Mobile App,Fuel,ShellPlus
T0000670,C00037,2026-07-15,1794.58,Mobile App,Cash Withdrawal,ATM Withdrawal
T0010038,C00539,2025-01-12,458.97,Branch,Education,TuitionPro
T0000495,C00027,2025-09-18,1320.95,ATM,Travel,KTM Berhad
T0008622,C00463,2026-07-15,296.69,Mobile App,Groceries,TescoLite
T0007581,C00408,2025-12-27,317.96,Debit Card,Healthcare,Caring Pharm
T0007176,C00384,2025-04-07,1794.56,Internet Banking,Education,Little Genius
T0000582,C00031,2025-10-17,151.34,Mobile App,Fuel,BHP Fuel
T0003361,C00181,2026-07-15,1353.6,Debit Card,Travel,Agoda MY
T0002798,C00149,2025-06-18,207.23,Mobile App,Entertainment,Steam
T0001533,C00085,2026-06-10,109.68,Debit Card,Fuel,PetroMax
T0003082,C00164,2025-02-22,237.61,Branch,Telco,Digi
T0000758,C00041,2026-02-03,775.56,Internet Banking,Retail Shopping,H&M Central
T0014399,C00772,2025-06-04,337.65,Branch,Education,Little Genius
T0000279,C00014,2025-04-02,2202.22,Debit Card,Travel,MAS Booking
T0006595,C00351,2025-09-26,206.18,Internet Banking,Education,TuitionPro
T0004653,C00251,2026-07-15,54.12,Internet Banking,Groceries,MyMart
T0004954,C00268,2025-10-20,1066.13,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0005499,C00299,2026-07-15,333.71,QR Pay,Travel,MAS Booking
T0005984,C00321,2025-10-14,62.68,Mobile App,Entertainment,Netflix MY
T0000969,C00053,2026-07-15,584.19,QR Pay,Healthcare,Caring Pharm
T0008952,C00480,2025-03-22,289.44,Mobile App,Telco,Maxis
T0007223,C00386,2026-07-03,1478.72,ATM,Cash Withdrawal,ATM Withdrawal
T0010298,C00553,2026-07-15,301.26,Branch,Cash Withdrawal,ATM Withdrawal
T0000435,C00023,2026-07-10,700.97,ATM,Retail Shopping,Uniqlo MY
T0005884,C00316,2025-08-02,102.37,Mobile App,Fuel,PetroMax
T0007500,C00402,2025-11-19,89.81,ATM,Entertainment,Netflix MY
T0013348,C00717,2026-07-15,287.48,QR Pay,Groceries,TescoLite
T0004332,C00233,2026-02-25,360.84,Internet Banking,Travel,KTM Berhad
T0012110,C00654,2025-05-16,282.08,QR Pay,Telco,Celcom
T0007186,C00384,2026-05-11,2047.49,Branch,Transfer,Instant Transfer
T0012035,C00650,2025-10-18,730.71,Mobile App,Retail Shopping,Uniqlo MY
T0006120,C00327,2026-04-08,151.91,ATM,Groceries,FreshMart
T0002723,C00145,2025-03-30,54.79,Internet Banking,Utilities,TNB Bill
T0006198,C00331,2026-01-30,1028.88,ATM,Transfer,IBG Transfer
T0003373,C00181,2025-05-19,248.47,Branch,Telco,Yes 5G
T0005918,C00318,2026-03-03,7074.59,Debit Card,Transfer,DuitNow Transfer
T0007209,C00386,2026-06-03,2861.19,ATM,Travel,MAS Booking
T0002441,C00131,2026-07-15,130.42,Mobile App,Entertainment,Spotify MY
T0000122,C00007,2026-07-15,185.67,QR Pay,Entertainment,Netflix MY
T0005245,C00285,2026-05-08,775.35,Internet Banking,Retail Shopping,Harvey Norman
T0003692,C00198,2025-11-05,1570.49,Branch,Cash Withdrawal,ATM Withdrawal
T0010073,C00541,2025-05-09,121.56,Internet Banking,Dining,KopiTiam Central
T0013924,C00748,2025-10-26,1155.47,Mobile App,Travel,MAS Booking
T0006075,C00325,2026-07-15,110.57,ATM,Healthcare,Klinik Mediviron
T0013438,C00722,2026-07-15,53.7,QR Pay,Utilities,Astro
T0009907,C00532,2025-04-03,2215.95,Mobile App,Travel,AirAsia
T0010002,C00536,2026-03-09,234.56,QR Pay,Fuel,Petronas Station
T0013811,C00742,2025-11-30,238.98,Internet Banking,Telco,Yes 5G
T0000060,C00003,2026-07-15,345.36,Mobile App,Retail Shopping,Harvey Norman
T0012685,C00683,2025-07-09,274.18,Branch,Healthcare,Caring Pharm
T0003546,C00189,2026-07-15,1975.9,Branch,Education,TuitionPro
T0014582,C00781,2026-03-02,245.39,Internet Banking,Fuel,PetroMax
T0006757,C00362,2025-08-20,69.98,Mobile App,Dining,Kenny's Grill
T0008283,C00443,2025-05-28,338.13,Internet Banking,Groceries,TescoLite
T0007846,C00421,2026-07-15,122.66,QR Pay,Dining,KopiTiam Central
T0006292,C00337,2025-04-15,143.3,Debit Card,Travel,AirAsia
T0001092,C00059,2025-01-31,2951.54,ATM,Transfer,IBG Transfer
T0013741,C00739,2026-06-07,82.47,Mobile App,Healthcare,Caring Pharm
T0010015,C00538,2025-04-26,2249.04,Debit Card,Travel,AirAsia
T0008096,C00435,2026-05-27,71.96,QR Pay,Groceries,Jaya Grocer Co
T0010927,C00589,2025-11-13,156.11,Debit Card,Dining,Kenny's Grill
T0015003,C00800,2026-04-01,207.94,Debit Card,Telco,Celcom
T0002381,C00128,2026-07-15,66.26,Branch,Healthcare,Watsons
T0008253,C00442,2026-07-15,22.88,Debit Card,Dining,Nasi Kandar House
T0013138,C00707,2025-12-12,771.26,Branch,Healthcare,Watsons
T0000314,C00016,2025-02-22,242.78,Mobile App,Fuel,PetroMax
T0013783,C00741,2025-10-27,122.5,Debit Card,Entertainment,GSC Cinemas
T0001647,C00091,2026-05-09,6641.97,Mobile App,Transfer,IBG Transfer
T0009784,C00524,2026-01-07,630.12,ATM,Retail Shopping,Uniqlo MY
T0006720,C00360,2026-02-12,131.45,Debit Card,Entertainment,Spotify MY
T0007775,C00418,2025-12-31,192.62,Mobile App,Dining,KopiTiam Central
T0006436,C00343,2026-04-22,326.88,Branch,Utilities,Unifi
T0001312,C00073,2025-09-23,2777.42,QR Pay,Education,SkillUp Academy
T0007225,C00386,2026-07-15,74.45,Branch,Dining,Nasi Kandar House
T0007653,C00412,2025-08-09,61.57,Mobile App,Entertainment,Netflix MY
T0007709,C00414,2025-01-09,718.03,Debit Card,Healthcare,Caring Pharm
T0006480,C00346,2025-11-16,153.32,QR Pay,Telco,Celcom
T0000998,C00054,2025-09-04,232.69,ATM,Groceries,TescoLite
T0014653,C00784,2025-02-05,71.86,Mobile App,Fuel,PetroMax
T0010588,C00570,2026-03-23,118.74,Mobile App,Utilities,Indah Water
T0001003,C00055,2025-04-06,334.88,Branch,Healthcare,Watsons
T0014290,C00765,2025-07-20,2519.21,Debit Card,Travel,Agoda MY
T0011359,C00611,2026-07-04,1461.29,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0003153,C00169,2025-05-28,718.98,ATM,Healthcare,Watsons
T0009686,C00519,2025-09-03,376.32,QR Pay,Retail Shopping,Harvey Norman
T0004040,C00216,2025-07-11,1954.38,Mobile App,Transfer,IBG Transfer
T0000374,C00020,2026-05-07,1300.52,Mobile App,Cash Withdrawal,ATM Withdrawal
T0011221,C00604,2026-07-15,44.84,ATM,Dining,BurgerLab
T0000476,C00026,2025-12-18,3000.55,Branch,Travel,AirAsia
T0004781,C00259,2025-01-20,30.66,Mobile App,Fuel,PetroMax
T0005362,C00291,2026-06-20,214.4,ATM,Utilities,TNB Bill
T0006739,C00361,2026-01-16,462.49,Mobile App,Retail Shopping,Padini Store
T0002130,C00116,2025-09-02,587.66,Debit Card,Retail Shopping,H&M Central
T0001132,C00062,2026-07-15,1711.6,ATM,Cash Withdrawal,ATM Withdrawal
T0004942,C00268,2026-05-12,1874.88,Debit Card,Cash Withdrawal,ATM Withdrawal
T0010404,C00559,2026-07-15,348.17,Debit Card,Groceries,TescoLite
T0013926,C00748,2026-07-15,161.76,ATM,Entertainment,GSC Cinemas
T0008211,C00440,2026-07-15,73.18,Debit Card,Fuel,PetroMax
T0014326,C00767,2025-12-29,981.67,Mobile App,Retail Shopping,Padini Store
T0009476,C00508,2025-08-08,222.59,ATM,Utilities,Unifi
T0007847,C00422,2026-07-15,88.62,Branch,Telco,Yes 5G
T0010635,C00572,2025-02-21,32.79,Debit Card,Groceries,FreshMart
T0001359,C00077,2026-06-19,419.23,Debit Card,Healthcare,Caring Pharm
T0003968,C00212,2025-02-09,159.75,Internet Banking,Entertainment,TGV Movies
T0009712,C00520,2026-07-15,1771.54,ATM,Travel,MAS Booking
T0009462,C00507,2026-07-15,412.7,Mobile App,Retail Shopping,Padini Store
T0004341,C00233,2026-07-15,15.85,Debit Card,Groceries,FreshMart
T0011859,C00639,2025-01-12,2973.43,ATM,Education,EduBooks
T0005034,C00272,2026-07-15,365.03,Debit Card,Healthcare,Caring Pharm
T0000461,C00025,2025-06-29,3515.72,Branch,Transfer,DuitNow Transfer
T0009800,C00525,2026-01-05,188.41,QR Pay,Fuel,Caltex Go
T0007408,C00397,2025-10-30,111.28,Debit Card,Groceries,MyMart
T0009693,C00519,2025-09-04,433.34,Mobile App,Utilities,Unifi
T0010369,C00557,2026-07-15,77.72,Branch,Dining,BurgerLab
T0010884,C00587,2026-07-15,214.07,QR Pay,Utilities,Astro
T0007622,C00411,2025-01-05,170.31,Internet Banking,Telco,Yes 5G
T0006495,C00346,2026-02-11,215.9,Mobile App,Entertainment,TGV Movies
T0014175,C00760,2025-01-13,1921.34,Branch,Cash Withdrawal,ATM Withdrawal
T0013965,C00749,2025-05-30,2664.31,Branch,Travel,KTM Berhad
T0009604,C00514,2026-02-04,150.74,Debit Card,Groceries,MyMart
T0009860,C00528,2026-07-15,224.05,Branch,Healthcare,BP Healthcare
T0014247,C00763,2026-07-15,203.03,Branch,Education,Little Genius
T0009706,C00520,2025-04-21,840.2,Branch,Cash Withdrawal,ATM Withdrawal
T0002603,C00138,2026-01-02,462.27,Debit Card,Utilities,Indah Water
T0004663,C00252,2026-07-15,53.27,ATM,Groceries,Jaya Grocer Co
T0010331,C00555,2025-07-22,731.44,ATM,Healthcare,Klinik Mediviron
T0013955,C00749,2026-02-06,125.43,Mobile App,Education,TuitionPro
T0009623,C00515,2025-12-29,257.64,Internet Banking,Telco,Digi
T0012476,C00673,2025-02-17,310.78,Mobile App,Utilities,Unifi
T0004354,C00233,2026-04-18,3092.12,Internet Banking,Travel,KTM Berhad
T0010461,C00563,2025-04-08,504.59,Mobile App,Retail Shopping,Padini Store
T0007030,C00377,2026-04-03,631.32,Debit Card,Education,TuitionPro
T0000408,C00021,2025-05-19,7431.76,Internet Banking,Transfer,DuitNow Transfer
T0004540,C00244,2026-01-29,63.23,ATM,Telco,U Mobile
T0003805,C00205,2026-07-15,4569.75,Internet Banking,Travel,Agoda MY
T0001035,C00056,2025-12-31,456.65,QR Pay,Retail Shopping,H&M Central
T0013576,C00731,2026-01-09,3143.83,ATM,Travel,AirAsia
T0003447,C00185,2026-07-15,149.14,Branch,Dining,BurgerLab
T0007690,C00414,2025-10-16,2781.04,QR Pay,Education,EduBooks
T0008355,C00448,2026-01-02,131.79,Mobile App,Entertainment,GSC Cinemas
T0012226,C00659,2025-09-21,162.5,Branch,Dining,KopiTiam Central
T0001684,C00093,2026-07-15,102.37,ATM,Dining,BurgerLab
T0003300,C00177,2026-06-30,710.91,Debit Card,Retail Shopping,Padini Store
T0000331,C00018,2026-05-31,1093.6,Internet Banking,Retail Shopping,Padini Store
T0011820,C00636,2026-06-09,126.9,Mobile App,Dining,BurgerLab
T0010970,C00591,2025-07-23,101.99,Debit Card,Fuel,Caltex Go
T0003487,C00186,2025-09-29,269.77,Debit Card,Groceries,TescoLite
T0008285,C00443,2026-04-10,760.06,Mobile App,Retail Shopping,Uniqlo MY
T0011249,C00606,2026-01-30,244.25,ATM,Entertainment,Netflix MY
T0014173,C00760,2026-05-09,1966.37,Branch,Cash Withdrawal,ATM Withdrawal
T0004131,C00221,2025-02-16,142.73,Debit Card,Entertainment,Spotify MY
T0011734,C00632,2026-01-27,145.0,Internet Banking,Telco,Yes 5G
T0008725,C00468,2026-07-15,787.54,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0006056,C00324,2026-01-17,86.34,Mobile App,Dining,BurgerLab
T0006951,C00372,2026-02-11,643.96,QR Pay,Cash Withdrawal,ATM Withdrawal
T0013846,C00745,2025-09-20,1480.95,Internet Banking,Travel,Agoda MY
T0014104,C00756,2026-07-15,245.28,Mobile App,Fuel,Caltex Go
T0013168,C00708,2025-09-14,155.53,Internet Banking,Fuel,Petronas Station
T0007426,C00398,2026-01-01,2465.26,Debit Card,Transfer,DuitNow Transfer
T0009009,C00482,2025-01-09,934.97,Debit Card,Retail Shopping,MR DIY
T0002371,C00127,2026-07-15,1035.94,ATM,Education,TuitionPro
T0009685,C00519,2025-01-03,1575.89,ATM,Cash Withdrawal,ATM Withdrawal
T0010661,C00574,2025-12-07,208.53,ATM,Cash Withdrawal,ATM Withdrawal
T0006160,C00328,2025-06-22,190.91,ATM,Dining,BurgerLab
T0008708,C00467,2026-07-15,731.94,Debit Card,Education,Little Genius
T0007949,C00427,2026-07-15,1039.96,ATM,Education,Little Genius
T0001239,C00069,2026-03-25,262.0,ATM,Cash Withdrawal,ATM Withdrawal
T0014406,C00772,2025-12-30,662.38,Debit Card,Retail Shopping,Uniqlo MY
T0010593,C00570,2025-08-20,53.67,Debit Card,Dining,BurgerLab
T0005500,C00299,2025-03-03,1144.55,ATM,Cash Withdrawal,ATM Withdrawal
T0005635,C00305,2026-01-06,2924.22,Mobile App,Travel,Agoda MY
T0004800,C00261,2025-08-17,3179.79,Mobile App,Travel,MAS Booking
T0002861,C00153,2026-07-15,51.96,Debit Card,Dining,Sushi Express
T0005051,C00274,2026-02-06,188.74,ATM,Fuel,PetroMax
T0013575,C00731,2025-06-19,623.43,Mobile App,Retail Shopping,Uniqlo MY
T0007126,C00381,2025-12-23,316.95,Branch,Groceries,GiantValue
T0014271,C00765,2026-06-04,184.09,Internet Banking,Entertainment,Netflix MY
T0001505,C00084,2025-01-07,232.5,Mobile App,Entertainment,TGV Movies
T0009502,C00509,2025-11-26,488.12,Mobile App,Cash Withdrawal,ATM Withdrawal
T0014462,C00774,2026-07-15,307.32,Debit Card,Groceries,MyMart
T0001624,C00089,2026-07-15,372.95,Branch,Cash Withdrawal,ATM Withdrawal
T0011617,C00624,2026-07-15,2363.89,Internet Banking,Education,EduBooks
T0005003,C00271,2026-04-16,102.68,QR Pay,Groceries,Jaya Grocer Co
T0004702,C00255,2025-01-20,33.96,Mobile App,Dining,Sushi Express
T0010987,C00592,2025-03-15,225.92,Mobile App,Fuel,PetroMax
T0006844,C00367,2026-07-15,747.81,Mobile App,Retail Shopping,Harvey Norman
T0005427,C00294,2025-03-21,5583.38,ATM,Transfer,IBG Transfer
T0001189,C00066,2026-04-21,111.17,Mobile App,Groceries,FreshMart
T0005603,C00303,2026-01-27,733.19,Mobile App,Healthcare,Watsons
T0009393,C00504,2026-07-15,96.18,Internet Banking,Dining,Sushi Express
T0011591,C00622,2026-07-15,172.0,QR Pay,Dining,Sushi Express
T0012410,C00669,2025-09-24,206.92,Mobile App,Telco,Celcom
T0005060,C00274,2025-05-31,212.08,Mobile App,Entertainment,TGV Movies
T0005193,C00283,2026-05-07,33.99,Debit Card,Entertainment,Netflix MY
T0008250,C00442,2026-07-15,594.85,Internet Banking,Healthcare,BP Healthcare
T0007228,C00386,2025-09-07,201.94,ATM,Groceries,GiantValue
T0010285,C00552,2025-10-18,1065.68,Branch,Travel,Grab Rides
T0006461,C00344,2025-04-23,219.31,Internet Banking,Telco,Celcom
